id,category,avg_rating,n_loved,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
2628,Linh kiện,4.9,15,29,"[NAMPC] Vỏ case Xigmatek NYX, 2 mặt kính, mATX",697500,0,0,0,1,13,7,6,48,756,106,1200,ntnam126,95,trong vài phút
2629,Linh kiện,5.0,3,90,"fan chíp (quạt chíp sk 1155, 1150, 1151)",48000,0,0,0,0,11,2,0,26,147,115,645,cong_nghe_chon_loc,38,trong vài giờ
2630,Linh kiện,4.9,7,68,SG9999 Mạch bảo vệ 12v 12.6v 3s 30A full linh kiện loại cao cấp,70000,0,0,0,1,7,2,0,55,357,850,263,nsv333001,8,trong vài ngày
2631,Linh kiện,5.0,16,58,"Nguồn máy tính dell 3020, dell 9020, dell 7020, dell T1700 form SFF",480000,0,0,0,0,14,5,1,40,1300,146,2600,quocbao_computer,50,trong vài giờ
2632,Linh kiện,5.0,571,41,[Mã 11ELSALE hoàn 7% đơn 300K] Keo tản nhiệt thermal grizzly kryonaut chính hãng 11.1grams,800000,0,0,0,0,13,3,3,52,21700,143,13100,levandao02031989,99,trong vài giờ
2633,Linh kiện,5.0,217,33,[Mã 11ELSALE hoàn 7% xu đơn 300k] Keo Tản Nhiệt Noctua NT-H1 (10g) - Hàng Chính Hãng,320000,0,0,0,0,13,4,3,27,17000,43,6300,gamingstoretphcm,99,trong vài giờ
2634,Linh kiện,5.0,5,38,Set 100 Điốt Bán Dẫn 1n5822 Sma Ss34 Smd Do-214Ac In5822,29423,0,0,0,0,13,4,4,21,702,4500,5100,reland2.vn,17,trong vài giờ
2635,Linh kiện,4.8,5,43,Lõi biến áp xung E55 loại đứng,50000,1,1,0,0,15,2,2,45,2300,2900,19300,quangnk36,58,trong vài giờ
2636,Linh kiện,5.0,295,23,"[Mã 11ELSALE hoàn 7% đơn 300K] Main Asus,Giga g41 chạy ram ddr3 bóc máycòn đẹp",450000,0,0,0,0,10,7,5,33,3000,118,1400,shopcomputer99,92,trong vài giờ
2637,Linh kiện,5.0,11,26,"[Mã 11ELSALE hoàn 7% xu đơn 300k] Mạch tăng áp, nâng áp 1500W 30A ✅ [RẺ NHẤT VIỆT NAM] ⚡",365000,0,0,0,0,9,4,3,53,7700,1300,8100,dientusangtao.vn,91,trong vài giờ
2638,Linh kiện,4.6,13,68,Cục sạc điện bàn chải đánh răng hiệu Braun Oral-b EU,120400,0,1,1,1,14,7,6,40,1900,4300,10400,halfa.vn,54,trong vài giờ
2639,Linh kiện,5.0,16,56,Cánh tản nhiệt 100 * 60 * 10mm bằng nhôm dành cho chip đèn LED IC,31024,0,0,0,0,13,3,2,48,11400,3000,17300,weroyal.vn,97,trong vài giờ
2640,Linh kiện,5.0,2,48,Dây Đế Pin 9V Ra Đầu Jack DC 5.5x2.1mm,5000,0,0,0,0,11,4,2,38,5700,2200,34300,linhkienthanhcong,88,trong vài giờ
2641,Linh kiện,5.0,1700,48,[Mã 11ELSALE hoàn 7% đơn 300K] RAM Laptop 4G DDR3 Cũ Bóc Máy BUS 1333 1600 / Ram Laptop PC3-4G Cũ,325000,0,0,0,0,20,6,3,63,8700,359,4600,lehathuong,95,trong vài giờ
2642,Linh kiện,4.8,3,122,Đầu chuyển đổi USB sang RS485 USB-485 hỗ trợ cho Win 7 XP Vista Linux Mac OS,21000,0,0,0,1,5,4,2,34,1700,1800,8700,pinklans.vn,89,trong vài giờ
2643,Linh kiện,4.6,48,67,VGA GTX 650 730 HD7730 2G DDR5 128Bit,1050000,0,1,0,0,6,6,1,23,77,17,42,traidatcang2829,5,trong vài giờ
2644,Linh kiện,5.0,3,131,"Dây nguồn máy tính 2 chấu cpu, switch, màn hình",25000,0,0,0,0,6,2,2,45,674,406,2600,cong_ty_nghi_nguyen,81,trong vài giờ
2645,Linh kiện,4.9,7,237,Mỡ bôi trơn linh kiện điện tử tuýp 30g dành cho CPU GPU LED,61200,0,0,0,1,8,4,2,49,3300,1600,4300,palight.vn,47,trong vài giờ
2646,Linh kiện,4.5,6,60,ỐC vít M2.5 Phi 2.5mm cho Laptop Dell,15000,1,0,0,1,9,5,5,30,21000,777,12200,forwin68,91,trong vài giờ
2647,Linh kiện,4.9,971,53,"Dây cáp nguồn chia fan 4pin nối dài, 1 ra 2, 1 ra 3 dài ~27cm bọc lưới",45000,0,0,0,1,15,3,1,39,4000,132,2400,yuchiro1,92,trong vài giờ
2648,Linh kiện,4.8,7,27,ASUS Rog Phone 2 Soft Case TPU Full Cover Gaming Case Covers,92000,0,0,1,1,13,4,2,31,2100,596,4400,womenfamily.vn,60,trong vài giờ
2649,Linh kiện,4.7,6,58,Bảng Điều Khiển Động Cơ Bước Tb6600 4a 9~40v Chất Lượng Cao,139900,0,0,0,2,4,3,2,16,493,1000,767,cheesenm.vn,75,trong vài giờ
2650,Linh kiện,5.0,1,70,"Nhôm tản nhiệt Chip , Linh kiện điện tử 14x14x6mm",1500,0,0,0,0,5,2,2,50,541,128,1400,nganha_271,21,trong vài giờ
2651,Linh kiện,5.0,11,58,Dây cáp nguồn chuyển đổi HDD SSD 6pin sang SATA 15pin cho Dell 3668 3667 3650,39000,0,0,0,0,5,2,1,30,290,4400,1600,technicolor.vn,97,trong vài giờ
2652,Linh kiện,4.9,11,31,Ram máy tính PC DDR4 8GB BUS 2133 /2400 kington - kingmax chính hãng cũ bảo hành 12 tháng lỗi 1 đổi 1 uy tín luôn,1018000,0,0,0,2,12,8,5,53,3200,111,847,minhgame68,92,trong vài phút
2653,Linh kiện,4.9,7,24,[Mã 11ELSALE hoàn 7% đơn 300K] Nguồn Máy Tính 500W VSP 500 Plus Công Suất Thực VSP Phân phối,435000,0,0,0,1,10,3,3,35,12100,1700,32300,huynhlamcomputer,87,trong vài giờ
2654,Linh kiện,5.0,1,34,Card âm thanh 3D USB Taiwan 7.1 - Usb sound 3D - chia mic và loa,30000,0,0,0,0,11,2,2,25,1100,1300,994,giasi135,81,trong vài giờ
2655,Linh kiện,4.0,36,83,<Trong kho> Wecam HD có micro nối cáp USB 4 triệu pixel 1024x768 kỹ thuật số không cần trình điều khiển cao cấp cho PC,149000,2,2,1,3,12,6,2,32,5200,1200,5600,jldi188.vn,21,trong vài giờ
2656,Linh kiện,4.7,4,53,Đầu chia âm thanh từ 1 ra 2 jack chia 3.5mm,8000,0,0,0,1,2,2,1,69,6300,246,3800,shopngoclan,96,trong vài phút
2657,Linh kiện,5.0,1,41,Mô Đun Đèn LED 3 Màu Ky-009 Rgb Cho Arduino Avr Pic,3900,0,0,0,0,11,4,4,36,3100,1400,21900,bopultd.vn,1,trong vài giờ
2658,Linh kiện,5.0,21,43,Quạt Tản Nhiệt 24V 6x6x2CM Vuông QG6020-24V,88500,0,0,0,0,11,8,5,34,15000,908,8100,letuanminh88,97,trong vài giờ
2659,Linh kiện,5.0,24,36,[Mã 11ELSALE hoàn 7% đơn 300K] Bo mạch chủ gigabyte GA-G41ES2L hàng phòng lạnh con đep long lanh,304000,0,0,0,0,11,4,1,42,1400,351,1900,trananh080484,61,trong vài giờ
2660,Linh kiện,4.8,3,68,"Fan case tản nhiệt CPU 8cm, 12cm",38000,0,0,0,1,5,4,4,47,590,493,1700,mailenka,85,trong vài giờ
2661,Linh kiện,5.0,28,33,Linh Kiện Relay SONGLE 5V 5 Chân 10A,6000,0,0,0,0,12,4,1,31,5700,352,7800,sieuthiana,89,trong vài giờ
2662,Linh kiện,4.8,7,58,Thun 2cm mềm 1500,137500,1,0,0,0,20,9,6,63,269,529,1700,tuyen210488,8,trong vài giờ
2663,Linh kiện,4.3,2200,82,Led dây nháy đổi màu RGB Đơn giá / 1 mét - trang trí nháy đuổi đủ màu nguồn AC 220V,25000,0,1,0,0,3,1,1,17,6100,84,600,bangiasi.taka88,78,trong vài giờ
2664,Linh kiện,4.8,3,79,Quạt Tản Nhiệt 12V 6x6x1.2CM Có Đèn 0.45A,21000,0,0,0,1,3,3,1,34,15000,908,8100,letuanminh88,97,trong vài giờ
2665,Linh kiện,4.6,11,72,Vòng ròng rọc chịu lực 5mm 625ZZ kiểu V bằng inox,26880,0,0,0,2,3,1,0,32,4300,4800,11300,zzzone.vn,99,trong vài giờ
2666,Linh kiện,5.0,1,52,Lưới Bảo Vệ Quạt Tản Nhiệt,8500,0,0,0,0,1,0,0,20,158,832,802,dientuobit,48,trong vài giờ
2667,Linh kiện,5.0,8,55,[Mã ELFLASH3 hoàn 10K xu đơn 20K] NGUỒN VSP 550W + tặng kèm dây nguồn,189000,0,0,0,0,16,4,1,56,53500,2500,120700,sieunhan2607,81,trong vài giờ
2668,Linh kiện,4.7,13,98,Dây nối jack PH2.0-2P cắm vào mạch nhận,5000,0,0,0,1,2,1,1,27,124,976,136,saigontoy.vn,52,trong vài giờ
2669,Linh kiện,4.9,3,22,Tấm làm mát colling pad sóng nhỏ Booss_102S,170000,0,0,0,1,11,3,2,31,67,20,363,myphamlinhhuong.,54,trong vài giờ
2670,Linh kiện,5.0,5,38,Module Hạ Áp Buck DC-DC 3A In 4.5 - 28VDC Out 5VDC 92% Đầu Ra USB,35000,0,0,0,0,14,2,1,42,51600,2700,133400,linhkiendientu3m,96,trong vài giờ
2671,Linh kiện,5.0,6,55,Thiết bị kiểm tra server 3ch 4.8-6v DC thiết kế nhỏ gọn và đa năng,27985,0,0,0,0,11,5,5,20,1700,4000,10900,yoguyang.vn,14,trong vài giờ
2672,Linh kiện,4.9,21,38,Bảng mạch bảo vệ 4S Lifepo4 BMS 3.2V với bộ lưu trữ năng lượng biến tần UPS chuyên dụng 12V 100A,102200,0,0,0,1,11,3,1,17,2200,944,3400,nathanguo3.vn,91,trong vài giờ
2673,Linh kiện,4.9,14,48,Dây cáp Type C cho sạc Microsoft Surface Pro 6/54/3 150cm,114797,0,0,0,1,18,4,1,36,951,3400,6100,utake.vn,99,trong vài giờ
2674,Linh kiện,4.5,13,81,Bánh Xe Robot Nhựa 65mm Mẫu 1,7000,1,0,0,0,7,3,3,32,587,1400,1400,tae.vn,75,trong vài giờ
2675,Linh kiện,5.0,7,36,Set 10 linh kiện cho điện tử Irfz44N Irfz44 Irfz44Npbf To-220 đa năng,39904,0,0,0,0,10,2,2,20,1700,4000,10900,yoguyang.vn,14,trong vài giờ
2676,Linh kiện,5.0,7,61,Module cảm biến áp suất khí I2C/SPI bmp280 3.3 BME280,278300,0,0,0,0,11,3,2,39,2500,5000,14700,relandor.vn,21,trong vài giờ
2677,Linh kiện,4.9,23,49, Ram máy tính Corsair Vengeance LPX 8GB DDR4 Bus 2666,1869500,0,0,1,0,18,9,7,36,2500,735,1600,tandoanh592,87,trong vài giờ
2678,Linh kiện,4.8,11,102,Bộ chuyển đổi nguồn 60 / 85w chữ T cho Apple MacBook Air Pro,69888,0,0,1,0,7,1,1,33,7900,9800,13000,doublebuy.vn,99,trong vài phút
2679,Linh kiện,4.8,8,62,Vỏ Case Máy Tính [Đảm Bảo Chất Lượng] PLUS AAP Gaming LED RGB I Chính Hãng,490000,0,0,0,1,4,5,2,5,4100,69,230,phanphoihh98,77,trong vài giờ
2680,Linh kiện,4.5,261,135,Dây chuyển nguồn SATA ra 6 Pin cho card đồ hoạ,15500,0,0,2,0,6,3,3,32,2700,784,317,phukienso69,98,trong vài giờ
2681,Linh kiện,4.9,16,61,Set 10 nguồn 12v 2A,250000,0,0,0,1,12,6,1,64,3200,1900,6800,biiiliii,81,trong vài giờ
2682,Linh kiện,4.7,3700,33,[SIÊU RẺ] Quạt Tản Nhiệt Fan CPU Jonsbo CR1200E Led RGB,220000,1,0,0,0,14,3,3,47,11300,89,837,thstore.com.vn,91,trong vài giờ
2683,Linh kiện,5.0,3,37,Sạc Màn Hình LG 12V/4A,45000,0,0,0,0,10,3,1,18,907,280,2200,phukienhoabinh_2020,32,trong vài giờ
2684,Linh kiện,4.6,3200,104,Cáp Sata 3.0 ( tốc độ cao) Zin bóc main,4000,0,0,1,1,5,4,2,53,11300,89,837,thstore.com.vn,91,trong vài giờ
2685,Linh kiện,4.9,4,25,Túi Đựng Chuột Chơi Game Logitech Mx Master 3,49700,0,0,0,1,12,3,3,36,828,2200,5400,curry1n9.vn,99,trong vài giờ
2686,Linh kiện,4.9,38,53,Mô-đun cảm biến vân tay as608 cho Arduino,199073,0,0,0,1,7,3,1,36,2500,5000,14700,relandor.vn,21,trong vài giờ
2687,Linh kiện,4.6,10,25,[Mã 11ELSALE hoàn 7% đơn 300K] Mainboard Asus H61M-K chính hãng chưa qua sữa chửa,539100,1,0,0,0,10,5,4,37,709,148,838,tinhocdonganh2018,61,trong vài giờ
2688,Linh kiện,5.0,25,22,Sound Thu Âm Focusrite Scarlett Solo USB Audio Interface Gen 3,2750000,0,0,0,0,16,9,5,51,281,192,330,thanhsea01,89,trong vài giờ
2689,Linh kiện,5.0,5,84,Đầu Nối 4 Pin 10mm Cho Đèn Led Dây 5050 Rgb,2815,0,0,0,0,4,2,2,16,3900,3600,6200,vivicoocoo.vn,81,trong vài giờ
2690,Linh kiện,5.0,599,28,"[TẢN CPU, CR1000] Tản Nhiệt Khí JONSBO CR1000 | NEW FULL BOX BH 3T",359000,0,0,0,0,24,10,5,15,1900,164,192,tbs.hoangphat,64,trong vài giờ
2691,Linh kiện,4.7,8,31,Bộ 300 điện trở 10 -1M Ohm 1/4w với 1% bằng kim loại chất lượng cao,48580,1,0,0,0,14,3,2,20,1700,4000,10900,yoguyang.vn,14,trong vài giờ
2692,Linh kiện,5.0,21,35,[Mã 11ELSALE hoàn 7% đơn 300K] RAM DDR4 Laptop 16GB SK Hynix 3200MHz Chính Hãng,1559000,0,0,0,0,9,2,1,35,2600,149,662,tinhoctat,92,trong vài giờ
2693,Linh kiện,4.6,38,28,Giá Đỡ VGA AORUS - RTX phiên bản Giới hạn (Limited) - Làm Yêu Cầu Free,225000,1,0,0,1,10,4,3,58,1200,88,904,bunmaphihi,49,trong vài giờ
2694,Linh kiện,4.6,36,42,"Màn hình cảm ứng LCD TFT 3.5"" với bút cảm ứng cho Raspberry Pi 2 Pi 3 + và vỏ bọc trong suốt",259700,1,0,0,0,9,2,0,34,3100,1400,21900,bopultd.vn,1,trong vài giờ
2695,Linh kiện,5.0,11,84,Dây nguồn tivi đầu cong 90 độ chính hãng hp,80000,0,0,0,1,19,8,5,44,674,406,2600,cong_ty_nghi_nguyen,81,trong vài giờ
2696,Linh kiện,4.8,2,78,Bảng mạch nhận tín hiệu âm thanh Bluetooth 4.0 cao cấp,31000,0,1,0,0,11,5,4,39,2500,5000,14700,relandor.vn,21,trong vài giờ
2697,Linh kiện,4.8,32,66,Fan corsair NR120L tốc độ cao 1800rpm cực êm,149000,1,0,1,1,17,12,8,35,412,88,535,chise2002,71,trong vài giờ
2698,Linh kiện,4.9,21,26,Thẻ Card Decade Slash,12000,0,0,0,1,17,3,1,46,6600,566,2900,truonggov,84,trong vài giờ
2699,Linh kiện,4.9,66,37,Bộ vi xử lý core i7 4790 / intel core i5 4590 sockeet 1150. kèm keo tản nhiệt. hàng bao zin đã test kiểm tra chất lượng,1900000,0,0,1,0,25,10,5,43,11400,1100,3300,tranthe109,81,trong vài giờ
2700,Linh kiện,5.0,21,43,Chong chóng Hexagon Bykski V2 led ARGB sync main Tản nhiệt nước custom - Hyno Store,285000,0,0,0,1,19,5,2,51,1900,432,3400,rubik.phamhung,96,trong vài giờ
2701,Linh kiện,5.0,9,84,Set 100 tấm silicon tản nhiệt 10x10x0.5mm tiện dụng cho GPU VGA IC,15000,0,0,0,0,16,7,6,33,3300,4900,11600,koreachic.vn,34,trong vài giờ
2702,Linh kiện,4.9,8,46,[Mã 11ELSALE hoàn 7% xu đơn 300k] RAM Laptop Samsung DDR4 2400MHz - Chính Hãng Samsung - Bảo Hành 3 năm,1155000,1,0,0,2,22,13,15,68,18600,257,2300,lagihitech,97,trong vài giờ
2703,Linh kiện,5.0,2,55,【OPHE】40cm Motherboard RS232 DB9 Pin COM Port Ribbon Serial Cable Connector Bracket,28000,0,0,0,0,6,1,0,33,3200,3200,9500,oppophoneuse.vn,64,trong vài giờ
2704,Linh kiện,4.5,16,74,Bo Mạch chuyển 12V hoặc 24V thành 220V UPS Santak 500 và 1000,125875,2,1,1,1,24,15,6,39,21000,777,12200,forwin68,91,trong vài giờ
2705,Linh kiện,4.7,23,85,Ram 4G 8G PC LAPTOP DDR3 BUS 1333 1600,484500,3,1,0,0,32,22,10,30,21000,777,12200,forwin68,91,trong vài giờ
2706,Linh kiện,5.0,9,88,Bộ 2 Khối Tản Nhiệt Bằng Nhôm Màu Đen Kích Thước 40x40x11mm,15600,0,0,0,0,7,3,4,12,671,8600,1800,refreshingsource2.vn,94,trong vài giờ
2707,Linh kiện,4.8,8,62,MODULE Tạo Xung NE555,25000,0,1,0,0,14,5,4,47,51600,2700,133400,linhkiendientu3m,96,trong vài giờ
2708,Linh kiện,4.9,12,31,Bảng mạch khuếch đại ZK-502L MINI Bluetooth 5.0 2 kênh không dây 50W,100934,0,0,0,1,13,6,4,35,2600,5300,3300,btsgo.vn,98,trong vài giờ
2709,Linh kiện,4.9,283,67,Fan cpu bao đẹp,25900,0,0,1,0,14,4,2,44,9700,743,2100,vitinhhoangphathcm,89,trong vài giờ
2710,Linh kiện,4.9,15,54,DIY bo mạch kích điện DC - AC sóng sin chuẩn - FET TO247-LM324,122500,0,0,0,1,16,8,3,42,414,36,897,kichdien,100,trong vài giờ
2711,Linh kiện,3.7,2,130,Vòng Bi 608zz 623zz 624zz 625zz 688zz 626zz F688Zz Cho Máy In 3d,3800,1,0,0,0,2,0,0,13,751,8900,922,whitebright2.vn,95,trong vài giờ
2712,Linh kiện,4.7,8,99,Dây nguồn VGA rời 6 pin - Cáp nguồn phụ cho card màn hình,15500,1,0,1,1,19,8,3,47,983,233,6000,nguyendungeydhd,88,trong vài giờ
2713,Linh kiện,5.0,44,43,"Cpu socket 1150,1151",1660000,0,0,0,0,17,4,1,61,198,23,269,tuancoi298,58,trong vài giờ
2714,Linh kiện,4.7,55,98,Bộ Xử Lý Intel® Xeon® x5670 tặng keo tản nhiệt,390000,2,0,1,0,28,13,7,32,3000,31,607,huubinh2303,74,trong vài giờ
2715,Linh kiện,4.6,18,68,Đầu cắm nguồn DC 5.5-2.1 / 2.5 / 4.0-1.7 / 4.81.7 / 3.5 / 6.3mm Đầu nối DC,10000,1,0,0,1,11,3,2,48,1000,1500,3500,shopcongnghe192,81,trong vài giờ
2716,Màn hình,4.3,44,54,Màn hình Máy Tính Giá rẻ cho Kĩ thuật,165000,4,0,1,2,22,11,5,31,21000,777,12200,forwin68,92,trong vài giờ
2717,Màn hình,5.0,8,3,"Hộp Màn Hình Cảm Ứng 3.5 ""320X480 Tft Cho Raspberry Pi A B A + 2b 3b 3b + Yn",280600,0,0,0,0,1,1,1,17,1300,4800,2000,seyijian.vn,91,trong vài giờ
2718,Màn hình,5.0,1,2,Màn hình Oppo Realme 2,600000,0,0,0,0,2,0,0,31,1300,1700,1600,dienthoaisomobile,84,trong vài giờ
2719,Màn hình,5.0,1,5,Màn hình cảm ứng Meizu M5s bảo hành 3 tháng,120000,0,0,0,0,3,1,1,43,332,1500,1400,dungpvus,86,trong vài giờ
2720,Màn hình,4.3,2900,37,Màn 17 dell thanh lý nám nhẹ,250000,2,0,0,2,11,13,6,65,4700,194,2000,goodshop1988,70,trong vài giờ
2721,Màn hình,5.0,2,25,Màn hình dùng cho bo PLC JL1N,250000,0,0,0,0,9,2,2,47,28,30,52,bithandsomeguy,39,trong vài phút
2722,Màn hình,4.7,3,24,Combo hàng đặt trước,150000,1,0,0,0,13,12,6,35,21000,777,12200,forwin68,92,trong vài giờ
2723,Màn hình,4.9,25,32,"Giá Treo Máy Tính NB - F100A [ Phù Hợp Màn Hình 22"" - 35 ""  ] -  [ HÀNG CHÍNH HÃNG ] Model 2021",980000,0,0,0,1,6,3,4,58,205,69,965,hunghoang84,58,trong vài giờ
2724,Màn hình,4.5,50,27,Màn hình 17inch chữ nhật giá rẻ,715000,0,1,0,3,9,8,6,31,256,125,292,nguyenchunghtcl,94,trong vài phút
2725,Màn hình,4.7,3,24,[Mã 11ELSALE hoàn 7% đơn 300K] BỘ MÀN HÌNH ASUS ZENFONE MAX PRO M2 ZIN,580000,0,0,1,0,6,3,2,26,480,917,1300,phukiengiasi678,18,trong vài giờ
2726,Màn hình,3.9,2700,52,"[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình LG 19 in sước nhẹ (cũ, thanh lý trường học)",799000,3,2,1,2,12,16,5,48,3600,179,1500,shoptot85,67,trong vài giờ
2727,Màn hình,5.0,2,26,10 Móc màn chữ L đủ kích cỡ,7750,0,0,0,0,5,1,1,63,3400,393,364,ngan448,43,trong vài giờ
2728,Màn hình,5.0,582,61,BỘ MÀN ĐIỆN THOẠI SAMSUNG M20 ZIN-HIỂN THỊ ĐẸP-CẢM ỨNG MƯỢT-GIÁ RẺ,600000,0,0,0,0,4,3,0,45,2200,132,213,trongnhan510,14,trong vài giờ
2729,Màn hình,5.0,197,5,Màn hình Lenovo ThinkVision M14t 14-inch FHD WLED Backlit LCD Monitor 62A3UAR1WW - Màn hình di động BH 36T chính hãng,7850000,0,0,0,0,4,3,3,6,7200,186,2400,ladoo_store,68,trong vài giờ
2730,Màn hình,4.8,1,24,Cáp lập trình PLC LS LG USB-LG-XGB cho PLC LG LS K7M  K120S XBM  XGB  XBC và màn hình cảm ứng dòng PMU XP,420000,0,0,0,1,5,2,0,48,755,444,1800,thefibervn,98,trong vài phút
2731,Màn hình,4.7,21,14,Màn chụp chấm bi,140000,0,0,0,3,8,3,0,69,43000,2900,59100,myphamtester,30,trong vài giờ
2732,Màn hình,5.0,2,26,ADAPTER MÀN HÌNH AOC 19V 1.31A I2279VW E2280SWN,135000,0,0,0,0,6,0,0,53,257,1800,990,dailyphukien24h,64,trong vài giờ
2733,Màn hình,5.0,6,14,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình iphone 8 plus zin linh kiện-mới 100%,480000,0,0,0,0,4,3,3,30,892,994,2300,linhkientranhuynh,89,trong vài giờ
2734,Màn hình,5.0,3,6,"[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình 19"" Gloway lỗi sọc hình ( sọc ngang hoặc dọc)",650000,0,0,0,0,2,2,2,33,4400,369,5800,videas,49,trong vài giờ
2735,Màn hình,4.1,14,16,"[Mã 11ELSALE hoàn 7% đơn 300K] Màn Hình Máy Tính Led 19"" ProVision PV191VNH HD - Hàng chính hãng- Bảo hành 24 tháng",1520000,1,0,0,3,4,4,3,75,2700,73,1200,linhkienannhien,64,trong vài giờ
2736,Màn hình,5.0,10,20,Màn Hình IPhone 6 6S Zin,430000,0,0,0,0,6,2,1,14,31,55,79,hoanganhsaigon90,57,trong vài giờ
2737,Màn hình,4.8,6,18,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình Sony Z3 / D6603 / D6643 / D6616 / D6633 / D6653 full bộ,430000,0,0,0,2,8,4,2,37,892,994,2300,linhkientranhuynh,89,trong vài giờ
2738,Màn hình,5.0,8,16,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình samsung galaxy J7plus/ C8 oled,720000,0,0,0,0,9,6,1,29,360,708,688,lanquang208,30,trong vài giờ
2739,Màn hình,5.0,7,17,Màn hình Vsmart Joy 4,790000,0,0,0,0,8,5,2,49,1900,625,166,pkthegioimoi,26,trong vài giờ
2740,Màn hình,5.0,6,14,"màn hình lg v50s, g8x",1800000,0,0,0,0,10,8,4,72,77,56,133,knmobile,87,trong vài giờ
2741,Màn hình,5.0,1,15,Set 10 điện trở nhiệt NTC 2.5D-11 2.5D20 3D-15 8D-9 8D-15 8D-20 16D-9 16D-20 20D-9 47D-15,28266,0,0,0,0,5,1,0,10,1600,555,5800,inventor.vn,94,trong vài giờ
2742,Màn hình,5.0,5,20,[Mã 11ELSALE hoàn 7% đơn 300K] Màn Hình Bộ Vivo y51 Zin Hàng Công Ty,330000,0,0,0,0,8,2,1,42,1100,959,3700,qbshop2nd,78,trong vài giờ
2743,Màn hình,5.0,95,8,Màn hình iPhone 8 Plus ép kính  [ Zin chính hãng ],785000,0,0,0,0,6,2,1,34,6500,201,542,nguyen_thai_duong.95,94,trong vài giờ
2744,Màn hình,5.0,6,7,"Màn hình mi9t , k20 , k20 pro",2650000,0,0,0,0,6,5,2,32,35,38,86,phukienthapcam,84,trong vài giờ
2745,Màn hình,4.0,625,9,MÀN HÌNH SAM SUNG J7 plus / C710F / C7100 - HÀNG CHẤT LƯỢNG - CẢM ỨNG MƯỢT MÀ,650000,0,1,1,0,3,2,1,5,10200,155,48,thanhluanlcd_86,72,trong vài giờ
2746,Màn hình,4.7,1,6,"[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình HP P204v 19,5 inch (5RD66AA) - Hàng Chính Hãng",3090000,0,0,0,1,2,1,1,50,2600,410,1500,trungbim92,99,trong vài phút
2747,Màn hình,5.0,2,18,Màn Hình HMI OP320-A V8.0,490000,0,0,0,0,2,0,0,26,4200,2100,10300,banbuondientu,97,trong vài giờ
2748,Màn hình,4.9,5,10,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình Laptop Dell Inspiron 15 3000 3543 3542 3551 P40F001,1745000,0,0,0,1,6,5,3,30,2200,1000,8100,vmytech.vn,52,trong vài giờ
2749,Màn hình,5.0,2,11,Màn Hình LCD 2004 + Module I2C,115000,0,0,0,0,6,2,2,52,1100,415,2000,linhkientot.vn,58,trong vài giờ
2750,Màn hình,5.0,25,11,Màn hình LED Laptop 10.1 in WIDE 40 Pin,290000,0,0,0,0,6,2,1,34,21000,777,12200,forwin68,92,trong vài giờ
2751,Màn hình,5.0,5,9,GIÁ TREO MÀN HÌNH MÁY TÍNH NB H100 22-35 INCH,630000,0,0,0,0,6,5,4,65,31,63,20,may_chieu_chinh_hang,50,trong vài giờ
2752,Màn hình,4.8,3,13,Màn iphone 5 5s chính hãng,260000,0,0,1,0,7,5,4,60,79,9,265,cupidthanh,82,trong vài giờ
2753,Màn hình,4.6,6,15,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình xiaomi K20 k20 pro Mi9T,1450000,0,0,1,1,6,4,0,29,360,708,688,lanquang208,30,trong vài giờ
2754,Màn hình,4.3,4,11,Bo màn hình HP-Compact đầy đủ 17in đến 27in,130000,0,0,1,1,2,3,1,37,21000,777,12200,forwin68,92,trong vài giờ
2755,Màn hình,4.3,8,5,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình laptop 15.6 led dày 40 pin FHD (1920 x 1080),1400000,0,1,0,0,3,3,2,60,3400,7000,1400,mitcary,90,trong vài giờ
2756,Màn hình,5.0,2,20,Màn Hình Oled 1.3 Inch Giao Tiếp I2C,130000,0,0,0,0,3,0,0,27,734,302,3000,espace.edu.vn,78,trong vài giờ
2757,Màn hình,5.0,7,8,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình máy tính Dell P2419H 23.8'' FHD 60Hz,5350000,0,0,0,0,4,2,2,74,22000,732,30700,khanhhanpc,77,trong vài giờ
2758,Màn hình,5.0,9,8,[Mã ELMALL1TR giảm 5% đơn 3TR] Màn hình LCD DELL E2216HV 21.5 inch 1920x1080/ TN/ 60Hz/ 5ms,3600000,0,0,0,0,4,4,3,31,5100,148,2200,vhltdell,67,trong vài giờ
2759,Màn hình,5.0,3,11,LCD Keypad Shield LCD1602 Màn Hình Lcd 1602 1602 Cho Arduino,55000,0,0,0,0,5,3,3,32,5000,718,30800,meltsee.vn,100,trong vài phút
