category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Linh kiện,5.0,Đã thích (17),5.0,84,Kệ để CPU LK24 vừa tản nhiệt tăng độ bền cho máy tính vừa sang chảnh mua ngay chờ chi,₫245.000,,,,,,,,4 năm trước,8,10,81,tyrall,94%,trong vài giờ
Linh kiện,4.9,Đã thích (356),4.9,361,"Cáp Chia Nguồn Sata 1 Ra 2 - Loại thẳng, Gập vuông 90 độ",₫17.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (44),Có Bình luận (9),Có hình ảnh / video (8),3 năm trước,"4,2k",142,"7,7k",vietcomtechnology.jsc,95%,trong vài phút
Linh kiện,4.5,Đã thích (42),4.5,107,Nguồn máy tính case cũ còn dùng tốt,₫70.000 - ₫300.000,,,,,,,,3 năm trước,194,39,99,tranchauct,78%,trong vài giờ
Linh kiện,5.0,Đã thích (14),5.0,121,Nguồn máy tính XIGMATEK X-POWER III X-350 (EN45952) 250W - Phiên bản 2020 - Sản phẩm lý tưởng cho hệ thống GAME-NET,₫309.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (37),Có Bình luận (13),Có hình ảnh / video (7),4 năm trước,"2,1k",778,"3,4k",hjkaru_ht3,91%,trong vài giờ
Linh kiện,5.0,Đã thích (35),5.0,104,RAM Laptop DDR4 4Gb 8Gb 16Gb bus 2133 2400 2666 3200MHz Samsung SKhynix Crucial Micron Kingston,₫475.000 - ₫1.550.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (45),Có Bình luận (23),Có hình ảnh / video (13),5 năm trước,"1,4k",65,2k,gono_tech,99%,trong vài giờ
Linh kiện,5.0,Đã thích (12),5.0,129,Module Cảm Biến Siêu Âm SRF05,₫31.000,,,,,,,,4 năm trước,"51,6k","2,7k","133,3k",linhkiendientu3m,96%,trong vài giờ
Linh kiện,5.0,Đã thích (6),5.0,103,Mạch sạc pin 3.7v-4.2v TP4056 1S,₫8.700,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (14),Có Bình luận (6),Có hình ảnh / video (6),3 năm trước,"2,5k",5k,"14,7k",relandor.vn,21%,trong vài giờ
Linh kiện,5.0,Đã thích (5),5.0,84,Module Chuyển Đổi I2C Cho LCD1602,₫19.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (26),Có Bình luận (9),Có hình ảnh / video (7),4 năm trước,46k,"2,8k",63k,chotroivietnam,91%,trong vài giờ
Linh kiện,4.9,Đã thích (347),4.9,176,[Freeship toàn quốc từ 50k] Ram laptop 4G DDR3L Bus 1600 MHz,₫350.000,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (5),5 Sao (71),Có Bình luận (53),Có hình ảnh / video (15),5 năm trước,623,682,700,tiendat_hy,49%,trong vài giờ
Linh kiện,4.9,"Đã thích (1,5k)",4.9,85,"Tấm che nguồn PC Led RGB 5v ARGB logo MSI, đồng bộ màu Hub Coolmoon, hình mạch điện vô cực",₫80.000 - ₫145.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (2),5 Sao (28),Có Bình luận (15),Có hình ảnh / video (13),34 tháng trước,"57,5k",220,"8,1k",khoinguyencomputer,95%,trong vài giờ
Linh kiện,4.9,Đã thích (38),4.9,164,Bút thử đầu kim mạ vàng,₫33.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (65),Có Bình luận (15),Có hình ảnh / video (15),4 năm trước,"11,4k",3k,"17,3k",weroyal.vn,97%,trong vài giờ
Linh kiện,5.0,Đã thích (3),5.0,162,SCR BTW69-1200 BTW691200 TO-3P (mới),₫21.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (15),Có Bình luận (2),Có hình ảnh / video (1),4 năm trước,"2,3k","2,9k","19,3k",quangnk36,58%,trong vài giờ
Linh kiện,5.0,Đã thích (29),5.0,67,[Mã 11ELSALE hoàn 7% xu đơn 300k] NGUỒN ANTEC ATOM V550 550W-STANDARD,₫590.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (39),Có Bình luận (24),Có hình ảnh / video (17),4 năm trước,"12,6k",755,"14,9k",pcbienhoa,87%,trong vài giờ
Linh kiện,4.8,Đã thích (68),4.8,192,"bộ main P5KPL/ G31/g41 - E8400,Q9400,Q8400",₫335.000 - ₫535.000,,,,,,,,5 năm trước,136,62,626,trangchitruc,14%,trong vài phút
Linh kiện,5.0,Đã thích (8),5.0,84,Bảng module tăng áp MT3608 DC-DC 2A với ICRO USB 2V-24V - 5V 9V 12V 28V,₫11.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (17),Có Bình luận (5),Có hình ảnh / video (5),14 tháng trước,314,"1,4k",2k,kingzizi.vn,90%,trong vài giờ
Linh kiện,4.9,Đã thích (14),4.9,204,Sản phẩm H1061 TO-220 TRANS NPN 4A 100V,₫3.999,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (14),Có Bình luận (4),Có hình ảnh / video (3),4 năm trước,"51,6k","2,7k","133,3k",linhkiendientu3m,96%,trong vài giờ
Linh kiện,5.0,"Đã thích (1,9k)",5.0,75,"[Fe] Chắn main Gigabyte H81M, H110M-DS2",₫29.000,,,,,,,,4 năm trước,"33,7k",140,"2,7k",may_tinh_247,83%,trong vài giờ
Linh kiện,4.7,Đã thích (183),4.7,287,[Mã 11ELSALE hoàn 7% đơn 300K] VGA zotac 730 2gb d5 64biz phá giá thị trường,₫1.250.000,1 Sao (2),2 Sao (2),3 Sao (6),4 Sao (7),5 Sao (105),Có Bình luận (98),Có hình ảnh / video (7),4 năm trước,"2,4k",200,"2,2k",hoangson4783,71%,trong vài giờ
Linh kiện,4.4,Đã thích (107),4.4,150,Vỏ silicon bảo vệ bút cảm ứng stylus cho Apple Pencil 1/2 tiện dụng,₫33.259,1 Sao (3),2 Sao (3),3 Sao (3),4 Sao (2),5 Sao (39),Có Bình luận (24),Có hình ảnh / video (19),33 tháng trước,1k,"4,1k","4,9k",cooderstar.vn,63%,trong vài giờ
Linh kiện,5.0,Đã thích (4),5.0,64,Bộ 10 Ic Chất Lượng Cao Và Bền Lm393P Dip8 Lm393 Dip Lm393N 393 Ba10393 Dip-8,₫16.690,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (18),Có Bình luận (4),Có hình ảnh / video (4),13 tháng trước,847,"3,9k","5,4k",sydz568.vn,99%,trong vài phút
Linh kiện,4.8,Đã thích (1),4.8,214,Dây nguồn DC cái lõi đồng 5.5x2.1mm đầu dây dc âm dài 15cm,₫1.900,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (3),Có Bình luận (3),Có hình ảnh / video (3),4 năm trước,42,89,162,hadongaudio,66%,trong vài giờ
Linh kiện,4.8,Đã thích (55),4.8,410,Fan RGB Coolmoon Y1 - Quạt Tản Nhiệt Máy Tính,₫75.000 - ₫80.000,1 Sao (2),2 Sao (0),3 Sao (3),4 Sao (4),5 Sao (86),Có Bình luận (42),Có hình ảnh / video (33),4 năm trước,"6,6k",156,"5,5k",cnt_gaming_rgb,94%,trong vài giờ
Linh kiện,4.9,Đã thích (21),4.9,419,Bảng Mạch Bảo Vệ Pin Lithium 3s 40a Bms 11.1v 12.6v 18650 Chất Lượng Cao,₫34.379 - ₫35.773,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (48),Có Bình luận (15),Có hình ảnh / video (15),3 năm trước,"2,5k",5k,"14,7k",relandor.vn,21%,trong vài giờ
Linh kiện,4.8,Đã thích (148),4.8,741,FAN04 Fan Cpu Zin 1155/1150,₫45.000,1 Sao (5),2 Sao (1),3 Sao (1),4 Sao (6),5 Sao (123),Có Bình luận (41),Có hình ảnh / video (18),5 năm trước,"1,9k",684,"7,1k",thanhvienthanhvien,64%,trong vài giờ
Linh kiện,4.9,Đã thích (17),4.9,224,Fan Cpu✨ Free Ship ✨ Fan Cpu INTEL 775/1155/1150/1151 - Full Box,₫37.000 - ₫85.000,1 Sao (1),2 Sao (0),3 Sao (1),4 Sao (0),5 Sao (53),Có Bình luận (14),Có hình ảnh / video (11),34 tháng trước,"4,2k",672,"34,6k",ducanhcomputer2019,62%,trong vài giờ
Linh kiện,5.0,Đã thích (29),5.0,125,Ram DDR2 -2G-Kingmax,₫100.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (40),Có Bình luận (24),Có hình ảnh / video (14),3 năm trước,359,189,843,chinghia_computer,87%,trong vài phút
Linh kiện,4.9,Đã thích (35),4.9,219,Bộ dây cấp nguồn iphone từ 5G đến 12/12Pro/12Pro-Max,₫159.000,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (5),5 Sao (58),Có Bình luận (19),Có hình ảnh / video (8),4 năm trước,"1,2k",448,"7,6k",huynhmyxuan86,87%,trong vài giờ
Linh kiện,5.0,Đã thích (69),5.0,125,"Fan Tản Nhiệt CPU Leto II, Led RGB 16 Triệu Màu, 366 Hiệu Ứng-Tự Động Đổi Màu",₫135.000,,,,,,,,5 năm trước,84k,757,"42,2k",3hcomputer,49%,trong vài giờ
Linh kiện,4.8,Đã thích (42),4.8,220,Quạt Tản Nhiệt SUNON 220-240VAC 0.14A TAIWAN,₫63.000,1 Sao (0),2 Sao (1),3 Sao (1),4 Sao (5),5 Sao (54),Có Bình luận (31),Có hình ảnh / video (23),4 năm trước,"51,6k","2,7k","133,3k",linhkiendientu3m,96%,trong vài giờ
Linh kiện,4.9,Đã thích (51),4.9,225,Mạch khống chế nhiệt độ W3230 12v-220v - Cảm biến nhiệt độ,₫98.000,1 Sao (1),2 Sao (0),3 Sao (1),4 Sao (1),5 Sao (61),Có Bình luận (25),Có hình ảnh / video (9),6 năm trước,6k,721,"11,5k",halinh123456,77%,trong vài giờ
Linh kiện,5.0,Đã thích (122),5.0,122,Kim tuyến làm resin hình vỏ sò,₫5.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (44),Có Bình luận (4),Có hình ảnh / video (5),6 năm trước,"3,5k",660,"2,3k",v_shop_handmade,72%,trong vài giờ
Linh kiện,4.9,Đã thích (4),4.9,204,Cáp chia nguồn SATA 1 ra 2 - Loại Tốt,₫19.500,,,,,,,,34 tháng trước,"4,2k",672,"34,6k",ducanhcomputer2019,62%,trong vài giờ
Linh kiện,4.8,Đã thích (17),4.8,459,Card âm thanh ngoài PC USB - 3.5mm âm thanh bền bỉ tiện dụng chất lượng cao MALCOLM,₫32.285,1 Sao (1),2 Sao (0),3 Sao (3),4 Sao (1),5 Sao (51),Có Bình luận (26),Có hình ảnh / video (19),7 tháng trước,456,5k,622,malcolm.vn,60%,trong vài giờ
Linh kiện,4.7,Đã thích (76),4.7,267,Card âm thanh PCI express -sound 5.1 lắp cho PC,₫235.000,,,,,,,,3 năm trước,632,287,"5,2k",suntekshop,87%,trong vài giờ
Linh kiện,5.0,Đã thích (35),5.0,891,các loại ốc vít cho máy tính để bàn pc bắt main nguồn vỏ nắp case chân đế màn hình hdd fan quạt led giá all,₫1.500 - ₫4.800,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (31),Có Bình luận (3),Có hình ảnh / video (2),5 năm trước,454,155,"1,3k",tdduyen,87%,trong vài giờ
Linh kiện,4.9,Đã thích (23),4.9,221,Bộ 10 đầu nối micro USB DIY kèm nắp,₫12.000,1 Sao (1),2 Sao (0),3 Sao (1),4 Sao (0),5 Sao (54),Có Bình luận (14),Có hình ảnh / video (11),3 năm trước,"3,1k","1,4k","21,9k",bopultd.vn,1%,trong vài giờ
Linh kiện,4.8,Đã thích (26),4.8,609,Nguồn led dây 220V,₫6.000 - ₫17.000,,,,,,,,4 năm trước,"1,4k",324,"8,9k",pham.thuy_1987,78%,trong vài giờ
Linh kiện,4.9,Đã thích (20),4.9,136,Bộ Sạc Pin Đa Năng Usb Thông Dụng Cho 3.7v 18650 26650 14500 Li-Ion,₫37.300,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (2),5 Sao (32),Có Bình luận (17),Có hình ảnh / video (13),13 tháng trước,46,"1,3k",414,ayunga.vn,85%,trong vài giờ
Linh kiện,4.9,Đã thích (151),4.9,137,Mô Đun USB Cảm Biến Vân Tay Thông Minh Cho Hệ Điều Hành Windows 10/11 32/64 Bit,₫380.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (2),5 Sao (52),Có Bình luận (27),Có hình ảnh / video (18),3 năm trước,826,479,"1,9k",hengzhin.vn,27%,trong vài giờ
Linh kiện,4.8,Đã thích (31),4.8,342,"Quạt Tản Nhiệt 220V , Quạt Hút Gió 120mm , Quạt Sunon 220V",₫13.000 - ₫65.000,,,,,,,,22 tháng trước,"6,3k",222,6k,heromit.vn,87%,trong vài giờ
Linh kiện,4.9,Đã thích (79),4.9,312,"Quạt nidec 12v 1.1A 3pin, vuông 6x6cm chạy mạnh mẻ",₫25.000 - ₫28.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (49),Có Bình luận (16),Có hình ảnh / video (9),4 năm trước,971,265,"2,5k",cuongtq1683,7%,trong vài giờ
Linh kiện,4.8,Đã thích (54),4.8,700,Nguồn 12v 5a adapter ( loại liền dây),₫70.000,1 Sao (1),2 Sao (1),3 Sao (1),4 Sao (2),5 Sao (66),Có Bình luận (16),Có hình ảnh / video (9),4 năm trước,"1,1k",555,"3,9k",ledthuynga66,97%,trong vài giờ
Linh kiện,4.8,Đã thích (27),4.8,552,Quạt tản nhiệt 220V 12x12 và 15x15,₫58.000 - ₫130.000,1 Sao (2),2 Sao (0),3 Sao (1),4 Sao (5),5 Sao (76),Có Bình luận (27),Có hình ảnh / video (18),4 năm trước,"1,4k",324,"8,9k",pham.thuy_1987,78%,trong vài giờ
Linh kiện,4.9,Đã thích (21),4.9,249,Công tắc tự động bật tắt đèn Ac 220v Dc 12v 24v 50-60hz 10a,₫28.574 - ₫29.813,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (2),5 Sao (44),Có Bình luận (15),Có hình ảnh / video (11),20 tháng trước,"1,7k",4k,"10,9k",yoguyang.vn,14%,trong vài giờ
Linh kiện,5.0,Đã thích (977),5.0,153,Gôm 7016 tẩy oxy hóa chân ram vga mainboard - vệ sinh chân ram vga mainboard,₫25.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (40),Có Bình luận (7),Có hình ảnh / video (4),3 năm trước,4k,132,"2,4k",yuchiro1,92%,trong vài giờ
Linh kiện,4.9,Đã thích (26),4.9,164,Set 100 dây cáp nối bảng mạch Breadboard 0.96cm chuyên dụng chất lượng cao,₫14.700,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (50),Có Bình luận (16),Có hình ảnh / video (12),3 năm trước,"3,1k","1,4k","21,9k",bopultd.vn,1%,trong vài giờ
Linh kiện,4.9,Đã thích (17),4.9,543,Nối thẳng ren ngoài 21 ra ống fi 6 hoặc fi 10,₫7.000 - ₫8.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (1),5 Sao (46),Có Bình luận (9),Có hình ảnh / video (5),3 năm trước,"1,3k",252,"2,5k",cong_ty_aqualife,73%,trong vài giờ
Linh kiện,5.0,Đã thích (17),5.0,200,Khe chắn PCI cho case pc (15K/3 CÁI) .kienstore726,₫15.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (31),Có Bình luận (15),Có hình ảnh / video (14),5 năm trước,185,105,201,kendochihkp,65%,trong vài giờ
Linh kiện,4.9,Đã thích (23),4.9,352,Hộp đựng pin 18650 dùng cho sạc dự phòng chuyên dụng,₫8.700,1 Sao (1),2 Sao (1),3 Sao (0),4 Sao (3),5 Sao (62),Có Bình luận (17),Có hình ảnh / video (15),3 năm trước,"3,1k","1,4k","21,9k",bopultd.vn,1%,trong vài giờ
Linh kiện,4.9,Đã thích (21),4.9,298,[Nhập khẩu chính hãng] Standee điều chỉnh kích thước 60x160 hoặc 80x180 cm,₫99.000,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (3),5 Sao (46),Có Bình luận (24),Có hình ảnh / video (13),4 năm trước,269,73,791,standee_carina,75%,trong vài phút
Linh kiện,4.9,Đã thích (22),4.9,243,Vôn kế 3 dây màn hình LED 0.28 Inch Dc 0-100v cao cấp tiện dụng,₫22.200 - ₫25.300,1 Sao (1),2 Sao (0),3 Sao (1),4 Sao (2),5 Sao (52),Có Bình luận (26),Có hình ảnh / video (19),20 tháng trước,"1,7k",4k,"10,9k",yoguyang.vn,14%,trong vài giờ
Linh kiện,4.4,Đã thích (295),4.4,445,"VỎ CASE LED Gipco 3586 , KENOO T12  hàng limited ĐỘC QUYỀN",₫265.000 - ₫345.000,1 Sao (11),2 Sao (6),3 Sao (8),4 Sao (19),5 Sao (112),Có Bình luận (87),Có hình ảnh / video (41),4 năm trước,"8,8k",112,"2,9k",maytinhsieuben,83%,trong vài giờ
Linh kiện,4.9,Đã thích (15),4.9,370,"Quạt Tản Nhiệt, Fan Case Coolmoon V2.2 Led 2 Vòng Ring - Không Cần Hub",₫45.000,1 Sao (0),2 Sao (1),3 Sao (1),4 Sao (1),5 Sao (49),Có Bình luận (8),Có hình ảnh / video (6),16 tháng trước,"6,3k",353,"12,4k",ducancomputer,95%,trong vài giờ
Linh kiện,4.8,Đã thích (43),4.8,170,Bộ 100 chip đèn LED 0.2w Smd 2835 20-25lm chất lượng cao,₫19.542,,,,,,,,20 tháng trước,"1,7k",4k,"10,9k",yoguyang.vn,14%,trong vài giờ
Linh kiện,4.9,Đã thích (3),4.9,180,Cáp SATA 3 6Gb/s cho ổ cứng SSD HDD PC | Cable zin theo main Asus Gigabyte,₫8.500,1 Sao (1),2 Sao (0),3 Sao (1),4 Sao (1),5 Sao (52),Có Bình luận (7),Có hình ảnh / video (3),5 năm trước,"1,4k",65,2k,gono_tech,99%,trong vài giờ
Linh kiện,4.7,Đã thích (36),4.7,"1,3k",Fan Quạt Tản nhiệt Máy tính 8x8x2Cm 1 Mặt Vuông,₫8.000,1 Sao (1),2 Sao (1),3 Sao (5),4 Sao (2),5 Sao (60),Có Bình luận (27),Có hình ảnh / video (11),3 năm trước,21k,777,"12,2k",forwin68,91%,trong vài giờ
Linh kiện,5.0,Đã thích (30),5.0,77,bộ lưu điện APC back-ups 1400 700W,₫300.000,,,,,,,,4 năm trước,118,50,495,giangvantai,88%,trong vài giờ
Linh kiện,5.0,Đã thích (9),5.0,337,Jack nguồn đực DC 3.5x1.3mm - 2F10,₫1.800,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (34),Có Bình luận (5),Có hình ảnh / video (2),5 năm trước,"11,1k",446,"25,4k",dientuat,58%,trong vài giờ
Linh kiện,4.9,Đã thích (14),4.9,177,"Bộ nhớ Ram DDR2 2GB bus 800 dùng cho Main 945, 965, G31, G41",₫80.000,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (4),5 Sao (52),Có Bình luận (20),Có hình ảnh / video (7),24 tháng trước,109,67,733,tamqtkd1987,72%,trong vài giờ
Linh kiện,4.9,"Đã thích (11,5k)",4.9,"1,3k",Bút trình chiếu Vesine VP-101 Tặng túi da đựng bút,₫89.000,,,,,,,,5 năm trước,84k,757,"42,2k",3hcomputer,49%,trong vài giờ
Linh kiện,5.0,Đã thích (913),5.0,30,Khay Caddy Bay Lắp SSD/HDD 2.5inch thay thế vị trí ổ đĩa quang DVD/CD,₫35.000,,,,,,,,18 tháng trước,"5,4k",235,456,greenaccessories.official,99%,trong vài giờ
Linh kiện,4.8,Đã thích (2),4.8,138,Computer đồ mỹ dung,₫110.000,1 Sao (0),2 Sao (2),3 Sao (2),4 Sao (4),5 Sao (65),Có Bình luận (45),Có hình ảnh / video (40),3 năm trước,"8,7k",54,"2,6k",buigioi1973,67%,trong vài giờ
Linh kiện,4.9,Đã thích (28),4.9,157,Nguồn Adapter 12V-2A 5.5*2.1mm Tiện Lợi,₫49.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (51),Có Bình luận (3),Có hình ảnh / video (2),3 năm trước,"11,1k","1,8k","33,9k",linhkien3mhcm,91%,trong vài giờ
Linh kiện,4.8,"Đã thích (1,7k)",4.8,183,Quạt mini USB con cóc siêu mát,₫52.999,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (4),5 Sao (45),Có Bình luận (25),Có hình ảnh / video (21),4 năm trước,"141,7k","1,1k","107,1k",b52shop,98%,trong vài giờ
Linh kiện,4.9,Đã thích (11),4.9,269,Dây nguồn laptop,₫11.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (2),5 Sao (33),Có Bình luận (6),Có hình ảnh / video (4),4 năm trước,3k,361,"26,7k",tiendathanoi,37%,trong vài giờ
Linh kiện,4.9,Đã thích (20),4.9,390,Bộ điều hợp SOP16 đến DIP8 + SOP8 150 200 208 209 300 mil phù hợp cho lập trình EZP2010 EZP2013 CH341A TL866CS TL866A,₫30.000 - ₫58.100,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (2),5 Sao (41),Có Bình luận (10),Có hình ảnh / video (8),3 năm trước,"2,5k",5k,"14,7k",relandor.vn,21%,trong vài giờ
Linh kiện,4.9,Đã thích (30),4.9,266,Mạch điều chỉnh điện áp tốc độ động cơ stse _ 2000W AC 50-220V 25A PWM,₫26.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (3),5 Sao (42),Có Bình luận (17),Có hình ảnh / video (8),33 tháng trước,"2,1k","2,5k","6,8k",starsea.vn,30%,trong vài giờ
Linh kiện,4.8,Đã thích (27),4.8,380,Linh kiện tản nhiệt làm mát TEC1-12703 TEC1-12704 TEC1-12705 TEC1-12706 40*40mm 12V,₫44.000 - ₫90.000,1 Sao (1),2 Sao (1),3 Sao (1),4 Sao (2),5 Sao (41),Có Bình luận (20),Có hình ảnh / video (19),32 tháng trước,5k,718,"30,8k",meltsee.vn,100%,trong vài phút
Linh kiện,4.7,Đã thích (58),4.7,130,[Mã 11ELSALE hoàn 7% đơn 300K] CPU intel core i3 6098P / i3 6100 / i3 7100/ i3 7350K socket 1151 tặng kèm keo tản nhiệt,₫1.445.000 - ₫1.835.000,1 Sao (4),2 Sao (0),3 Sao (0),4 Sao (3),5 Sao (61),Có Bình luận (31),Có hình ảnh / video (13),25 tháng trước,"3,7k",306,9k,tinhocduylinh_phuyen,93%,trong vài giờ
Linh kiện,5.0,Đã thích (55),5.0,98,[Mã 11ELSALE hoàn 7% xu đơn 300k] RAM CORSAIR VENGEANCE LPX 16GB DDR4 3200MHZ CL16,₫1.890.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (36),Có Bình luận (13),Có hình ảnh / video (11),4 năm trước,"12,6k",755,"14,9k",pcbienhoa,87%,trong vài giờ
Linh kiện,5.0,Đã thích (18),5.0,146,Dây chia RGB 12v 4-pin và dây chia ARGB 5v 3-pin,₫19.000 - ₫59.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (39),Có Bình luận (9),Có hình ảnh / video (10),15 tháng trước,360,45,816,sacset_store,90%,trong vài giờ
Linh kiện,4.7,Đã thích (12),4.7,278,[LOẠI 1] ĐẦU ĐỌC THẺ NHÍ,₫7.900,1 Sao (2),2 Sao (1),3 Sao (5),4 Sao (3),5 Sao (81),Có Bình luận (28),Có hình ảnh / video (12),6 năm trước,"21,4k","2,4k","42,6k",mdvh.shop,79%,trong vài giờ
Linh kiện,5.0,,5.0,95,Bộ sound card thu âm karaoke livestream H9 chính hãng BH 1 đổi 1 [Hàng hãng tốt],₫620.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (5),Có Bình luận (5),Có hình ảnh / video (5),6 tháng trước,7,153,70,congngheontech2000,49%,trong vài giờ
Linh kiện,4.9,Đã thích (16),4.9,252,Điều tốc motor 12v - Có chiết áp điều chỉnh tốc độ,₫30.000,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (2),5 Sao (42),Có Bình luận (22),Có hình ảnh / video (18),22 tháng trước,173,244,508,maimyphi,4%,trong vài phút
