category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Thẻ nhớ,4.6,Đã thích (3),4.6,40,"Thẻ nhớ Toshiba / Kioxia Micro-SD 32GB - Dùng Cho Điện Thoại, Camera Hành Trình, Cam IP | Thẻ Nhớ MSD32GB - Chính Hãng",₫120.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (10),Có Bình luận (4),Có hình ảnh / video (3),4 năm trước,447,176,844,kaionhp,20%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (9),5.0,32,Thẻ nhớ chuyên camera netac 64gb,₫185.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (8),Có Bình luận (4),Có hình ảnh / video (4),5 năm trước,"13,3k",948,"17,4k",phukientot_re,79%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (6),5.0,6,Thẻ Nhớ Nano 90mb / S Tốc Độ 100% Cho Huawei Mate 20 / 20 Pro / 20x / 20rs / P30 / P30 Pro Nm 64gb / 128gb / 256,₫288.149 - ₫952.400,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (1),Có hình ảnh / video (2),7 tháng trước,66,34,172,yibin.vn,77%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (8),5.0,11,Đầu đọc thẻ nhớ tốc độ cao cho TF Micro SD,₫15.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (1),Có hình ảnh / video (1),36 tháng trước,679,11,421,dinhvankhoai,89%,trong vài phút
Thẻ nhớ,5.0,Đã thích (2),5.0,21,Thẻ Nhớ Micro SD TF Card 16GB/ 32GB/ 64GB BẢO HÀNH 12 THÁNG 1 ĐỔI 1,₫129.000 - ₫199.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (6),Có Bình luận (2),Có hình ảnh / video (2),25 tháng trước,30k,126,"17,6k",vivanofficial_store,98%,trong vài giờ
Thẻ nhớ,4.6,"Đã thích (2,4k)",4.6,88,Thẻ nhớ Netac 32G U1 Micro SDHC dùng cho camera Yoosee,₫99.000,,,,,,,,3 năm trước,"14,2k",254,"1,7k",duongngoclienhuongcomputer,57%,trong vài giờ
Thẻ nhớ,4.7,Đã thích (4),4.7,61,Thẻ nhớ MicroSD Class 10 Tốc độ cao (Đen) 16GB/32GB/64GB,₫79.000 - ₫150.000,,,,,,,,19 tháng trước,"1,8k",137,"4,2k",do_doc_la,73%,trong vài giờ
Thẻ nhớ,4.4,Đã thích (4),4.4,52,Dán camera Galaxy Note 20 Ultra - Note 20 Ultra 5G,₫15.000,1 Sao (0),2 Sao (1),3 Sao (0),4 Sao (1),5 Sao (5),Có Bình luận (1),Có hình ảnh / video (1),5 năm trước,"6,5k","1,3k","10,3k",phukienhadong,99%,trong vài giờ
Thẻ nhớ,4.8,Đã thích (3),4.8,20,Thẻ nhớ microSDHC Kingston Canvas Select Plus 16GB U1 V10 A1 100MB/s (Đen) - Không Adapter,₫89.000,,,,,,,,6 năm trước,"41,9k","2,3k","67,7k",nhattincomputer.vn,84%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (2),5.0,22,Thẻ nhớ microSDHC Kingston Canvas Select Plus 32GB U1 V10 A1 100MB/s (Đen) - Không Adapter,₫119.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (9),Có Bình luận (3),Có hình ảnh / video (2),6 năm trước,"41,9k","2,3k","67,7k",nhattincomputer.vn,84%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (28),5.0,22,Thẻ nhớ microSDHC SanDisk Ultra 128GB upto 80MB/S 533x tặng Adapter (ngẫu nhiên) -,₫385.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (9),Có Bình luận (4),Có hình ảnh / video (2),5 năm trước,"50,5k",560,"63,4k",tinhocvienthong,63%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (50),5.0,17,Thẻ nhớ 32GB Micro SD DSS P500 chính hãng bh 2 năm,₫95.000 - ₫339.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (9),Có Bình luận (5),Có hình ảnh / video (4),4 năm trước,"7,7k",71,521,minhhanh.store,99%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (105),5.0,12,Camera Hành Trình 70Mai Pro Plus 𝗕𝗮̉𝗻 𝗤𝘂𝗼̂́𝗰 𝗧𝗲̂́ Xiaomi A500 Có Thẻ Nhớ - Bảo Hành 6 Tháng,₫1.790.000 - ₫2.280.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (9),Có Bình luận (5),Có hình ảnh / video (3),19 tháng trước,"3,5k",83,362,redcar_official,79%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (6),5.0,17,Thẻ nhớ điện thoại SDHC Netac 64GB chính hãng Class 10 Bảo hành 5 năm,₫180.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (9),Có Bình luận (3),Có hình ảnh / video (1),30 tháng trước,"2,4k",442,"12,5k",zuzatoy,98%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (35),5.0,13,Thẻ Nhớ MicroSDXC SanDisk Extreme 256GB V30 U3 4K A2 R160MB/s W90MB/s - No Adapter (Vàng),₫969.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (10),Có Bình luận (1),Có hình ảnh / video (1),3 năm trước,"71,3k",1k,"26,9k",nhattin_flagship_store,68%,trong vài giờ
Thẻ nhớ,4.5,Đã thích (3),4.5,53,Đầu Đọc Thẻ Nhớ Micro SD Nhôm Có Đèn Tín Hiệu,₫10.000,,,,,,,,4 năm trước,"24,2k","2,3k","38,4k",phukientamy,60%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (3),4.9,30,Đầu đọc thẻ nhớ cổng USB cho MMC SD SDHC TF lên đến 64GB BH,₫11.356,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (9),Có Bình luận (1),Có hình ảnh / video (1),34 tháng trước,"1,1k","4,1k","9,1k",oorange.vn,91%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (6),4.9,47,Thẻ nhớ HIKVISION 64GB 92MB/s - Chính Hãng - Bảo Hành 2 Năm,₫155.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (9),Có Bình luận (5),Có hình ảnh / video (4),3 năm trước,"1,9k",781,"5,9k",linhkientanphatpc,50%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (8),5.0,12,Hộp Chống Sốc Đựng Thẻ Nhớ Và Sim Hiệu Puluz,₫85.000 - ₫145.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (2),Có hình ảnh / video (0),5 năm trước,"2,2k",768,"4,3k",metrophone.com.vn,83%,trong vài giờ
Thẻ nhớ,5.0,,5.0,10,Thẻ nhớ Netac 32GB - Class 10 - chuyên cho camera - bảo hành 5 năm,₫85.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (5),Có Bình luận (3),Có hình ảnh / video (2),29 tháng trước,"1,9k",101,949,khavy.shopvn,91%,trong vài phút
Thẻ nhớ,5.0,Đã thích (2),5.0,20,Thẻ nhớ Kioxia 32G (Thẻ Toshiba trước đây) hàng chính hãng do Diệp Khánh nhập khẩu.,₫95.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (1),Có hình ảnh / video (1),6 năm trước,63,76,142,cameragiare,64%,trong vài giờ
Thẻ nhớ,5.0,,5.0,7,Thẻ nhớ 32Gb HIKVISION HS-TF-C1/32GB - Hàng Chính Hãng,₫99.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (2),Có hình ảnh / video (2),31 tháng trước,424,483,912,kmart.hcm,76%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (1),5.0,25,Thẻ nhớ yoosee 64GB Pro A1 Micro SDHC U3 class 10 - Tốc độ cao 100Mb/s - Tương thích mọi thiết bị,₫150.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (2),Có hình ảnh / video (2),33 tháng trước,502,40,775,camera.net,89%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (1),5.0,6,Đầu đọc thẻ nhớ mini nhỏ gọn và tiện dụng,₫9.553,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (1),Có hình ảnh / video (1),29 tháng trước,403,"1,4k","2,8k",walkaround.vn,84%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (3k),5.0,15,☢️MẠI DÔ☢️ Thẻ nhớ JVJ 64GB/32GB/16GB/8GB/4GB chuyên dụng  tôc độ cao microSDHC -Bảo hành 5 năm 1 đổi 1,₫45.000 - ₫149.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (2),Có hình ảnh / video (1),20 tháng trước,12k,156,"2,3k",donghothongminh.01sg,93%,trong vài giờ
Thẻ nhớ,5.0,,5.0,12,Đầu đọc thẻ nhớ MicroSD,₫9.880,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (5),Có Bình luận (1),Có hình ảnh / video (0),3 năm trước,553,"1,1k","4,1k",dientunguyenhien.vn,90%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (47),5.0,19,Thẻ Nhớ MicroSDXC SanDisk Extreme V30 A2 Class10 4K 128GB 160MB/s - Tốc độ siêu cao,₫385.000,,,,,,,,5 năm trước,"24,5k",611,"15,3k",trumcongnghe,90%,trong vài phút
Thẻ nhớ,5.0,Đã thích (125),5.0,21,Thẻ nhớ chuyên dụng 64G DSS chuyên Camera,₫140.000,,,,,,,,32 tháng trước,"3,4k",194,236,thietbigiamsat24h.com.,68%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (1),5.0,18,"Áo Thẻ Nhớ MicroSD - Adapter Thẻ Nhớ Loại Sịn Dùng Cho Máy Ảnh, Laptop",₫10.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (5),Có Bình luận (1),Có hình ảnh / video (1),4 năm trước,"5,6k",220,"7,3k",sirocomputer,93%,trong vài giờ
Thẻ nhớ,5.0,"Đã thích (1,4k)",5.0,7,"Thẻ nhớ 32Gb JVJ Pro U3 Class 10–chuyên dụng cho CAMERA, Điện thoại, Máy ảnh,... tốc độ cao 95Mb-140Mb/s",₫108.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (6),Có Bình luận (6),Có hình ảnh / video (0),7 tháng trước,"1,5k",27,328,shopphukien.bkc,57%,trong vài giờ
Thẻ nhớ,5.0,,5.0,14,"Thẻ nhớ JVJ 32GB/16GB/8GB/4GB/2GB tốc độ cao, bảo hành chính hãng 12 tháng",₫45.000 - ₫157.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (6),Có Bình luận (3),Có hình ảnh / video (3),20 tháng trước,"11,4k",134,2k,karaokechinhhang.002hn,97%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (86),5.0,13,"[FREESHIP]Thẻ nhớ LEXAR Chính hãng 64Gb 32Gb \ Yoosee U3, Class 10 -Chuyên dụng Camera ip, camera hành trình, Điện thoại",₫89.000 - ₫175.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (7),Có Bình luận (3),Có hình ảnh / video (3),5 tháng trước,"4,1k",82,1k,smart.top,91%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (4),5.0,18,Usb 3.0 Mini Rxsc Dung LLượng 512gb 1tb 2tb Chất Lượng Cao,₫74.193 - ₫80.589,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (8),Có Bình luận (1),Có hình ảnh / video (1),33 tháng trước,1k,"4,1k","4,9k",cooderstar.vn,64%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (10),5.0,31,[Mã 11ELSALE hoàn 7% đơn 300K] Thẻ Nhớ CF (CompactFlash) SanDisk Extreme 32GB 800X~120MB/s (SDCFXS-032G-A46),₫750.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (8),Có Bình luận (3),Có hình ảnh / video (0),6 năm trước,2k,101,"3,7k",chuotduy,99%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (293),5.0,32,✅ Chính Hãng ✅ Kính Camera Sau Samsung Galaxy S20 Ultra Chính Hãng Giá Rẻ,₫62.100,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (8),Có Bình luận (2),Có hình ảnh / video (0),30 tháng trước,"12,1k","2,2k","3,6k",yukimobile,86%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (3),5.0,15,"Thẻ nhớ Micro SD Samsung 16GB/32GB/64GB Class 10 tốc độ 80Mb/s siêu bền dùng cho camera, điện thoại",₫95.000 - ₫135.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (8),Có Bình luận (2),Có hình ảnh / video (2),3 năm trước,407,2k,"5,5k",hallowinbuon.,93%,trong vài giờ
Thẻ nhớ,5.0,,5.0,23,Thẻ nhớ Micro-SD 64Gb Sandisk Ultra Class 10,₫220.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (8),Có Bình luận (3),Có hình ảnh / video (2),5 năm trước,"4,9k",872,"2,8k",trannamdt1,89%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (3),5.0,23,THẺ NHỚ CF 8GB KINGSTON,₫270.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (8),Có Bình luận (3),Có hình ảnh / video (2),26 tháng trước,30,139,149,hoanghuycamera,79%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (2),5.0,44,Thẻ nhớ SD 16GB/ 32GB | Toshiba N203 | Chính Hãng,₫150.000 - ₫250.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (9),Có Bình luận (6),Có hình ảnh / video (6),23 tháng trước,73,81,232,mayanhsieure.vn,47%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (4),5.0,511,"Đầu đọc thẻ nhớ cho điện thoại android nhỏ gọn tiện dụng

",₫49.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (1),Có Bình luận (1),Có hình ảnh / video (0),21 tháng trước,29,355,127,xubuhn,57%,trong vài giờ
Thẻ nhớ,4.4,Đã thích (19),4.4,51,Thẻ nhớ OPPO MicroSD U3 V30 Sdhc/Sdxc TF dung lượng 1TB 512TB 256TB 128TB chất lượng cao,₫120.000 - ₫163.000,1 Sao (2),2 Sao (1),3 Sao (1),4 Sao (0),5 Sao (17),Có Bình luận (13),Có hình ảnh / video (7),15 tháng trước,122,27,224,superbro.vn,79%,trong vài phút
Thẻ nhớ,5.0,Đã thích (2),5.0,67,"Thẻ nhớ 2G, thẻ lưu trữ dữ liệu, bảo hành 12 tháng",₫54.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (8),Có Bình luận (5),Có hình ảnh / video (5),5 năm trước,2k,518,"4,5k",phukiencaocap1,91%,trong vài giờ
Thẻ nhớ,4.8,Đã thích (23),4.8,20,Thẻ Nhớ MicroSDXC SanDisk Extreme V30 U3 4K A2 256GB R160MB/s W90MB/s - Kèm Adapter (Gold) - Nhất Tín Computer,₫859.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (5),Có Bình luận (2),Có hình ảnh / video (2),6 năm trước,"41,9k","2,3k","67,7k",nhattincomputer.vn,84%,trong vài giờ
Thẻ nhớ,4.5,Đã thích (7),4.5,26,Dụng cụ đọc thẻ nhớ flash SHDC SD XD MS CFF TF M2 thiết kế đa năng,₫46.000,1 Sao (1),2 Sao (0),3 Sao (1),4 Sao (1),5 Sao (12),Có Bình luận (7),Có hình ảnh / video (2),3 năm trước,"18,9k",976,46k,digifounder.vn,6%,trong vài giờ
Thẻ nhớ,5.0,"Đã thích (4,1k)",5.0,87,"Thẻ nhớ MicroSD HC 4G,8G,16G,32G Class 10 tốc độ cao (có Hộp) Bảo Hành 1 năm",₫65.000 - ₫185.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (5),Có Bình luận (4),Có hình ảnh / video (0),9 tháng trước,"6,5k",33,182,wonlexvietnam,5%,trong vài giờ
Thẻ nhớ,5.0,"Đã thích (4,1k)",5.0,79,Thẻ Nhớ YOOSEE 32G U3 Tốc độ Cao 80MB/S,₫85.000 - ₫135.000,,,,,,,,9 tháng trước,"6,5k",33,182,wonlexvietnam,5%,trong vài giờ
Thẻ nhớ,4.6,Đã thích (3),4.6,21,"Thẻ nhớ tốc độ cao 16Gb/32Gb/64Gb, tặng kèm đầu lọc thẻ và Adapter - Beetech",₫99.000 - ₫250.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (10),Có Bình luận (5),Có hình ảnh / video (5),3 năm trước,"104,5k",298,"46,7k",beetech.store,100%,trong vài giờ
Thẻ nhớ,4.5,Đã thích (2),4.5,49,Cường lực camera samsung s21 ultra / s21 plus,₫12.000,,,,,,,,5 năm trước,"29,4k","2,7k","226,1k",perfectstyle,86%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (5),4.9,24,Thẻ nhớ 8gb,₫65.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (4),Có hình ảnh / video (0),6 năm trước,12k,449,"7,3k",peepvn,88%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (14),4.9,19,Thẻ nhớ Micro SDXC 64GB Extreme Pro 170MB/s UHS-1 Sandisk ( Bảo hành 60 tháng ),₫410.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (3),Có hình ảnh / video (1),4 năm trước,"2,4k",238,"2,5k",phukien_phongson,16%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (23),4.9,38,"Thẻ nhớ 32GB tốc độ cao UHS1 U3, up to 90MB/s Micro SDHC class 10 - Bảo Hành 5 năm",₫159.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (4),Có hình ảnh / video (0),5 năm trước,"1,6k",321,"3,5k",usbgiasi,26%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (6),4.9,13,"Thẻ Nhớ Toshiba Micro-SD 64GB - chuyên dụng cho Camera Hành Trình, Cam IP, Điện thoại | Thẻ Nhớ MSD32GB - Chính Hãng",₫250.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (3),Có hình ảnh / video (2),4 năm trước,447,176,844,kaionhp,20%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (3),4.9,27,Thẻ Nhớ Sandisk 4-8-16-32-64gb Chính Hãng,₫68.000 - ₫240.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (1),Có hình ảnh / video (0),4 năm trước,"2,8k",372,"2,2k",pk_hongdiep,54%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (4),4.9,26,Thẻ nhớ MicroSD 128GB/64GB/32GB/16GB – SanDisk/Kingston/Samsung/Netac/Gloway – CHÍNH HÃNG – Kèm Adapter – Bảo hành 5 năm,₫142.000 - ₫710.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (3),Có hình ảnh / video (2),21 tháng trước,138,296,"1,4k",shopsmallhand,74%,trong vài giờ
Thẻ nhớ,4.9,"Đã thích (3,4k)",4.9,39,"{SIÊU RẺ} Thẻ Nhớ 32GB DSS Cho Camera, Máy Ảnh, Điện Thoại",₫95.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (2),Có hình ảnh / video (2),32 tháng trước,"22,7k",99,577,khanhlamstore,79%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (8),4.9,11,Thẻ nhớ microSDXC Team 128GB 500x upto 80MB/s C10 UHS-I kèm Adapter (Cam) tặng đèn LED - Hãng phân phối chính thức,₫331.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (4),Có hình ảnh / video (3),5 năm trước,"50,5k",560,"63,4k",tinhocvienthong,63%,trong vài giờ
Thẻ nhớ,4.9,Đã thích (6),4.9,18,Đầu đọc thẻ nhớ 5 trong 1 OTG Micro USB 3.1 Type-C TF/SD cho điện thoại Android,₫51.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (7),Có Bình luận (2),Có hình ảnh / video (1),33 tháng trước,"1,5k","3,6k","4,2k",dobetter.vn,47%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (984),5.0,26,Thẻ nhớ 32GB- 64GB tốc độ class 10 - bảo hành 12 tháng,₫120.000 - ₫250.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (1),Có hình ảnh / video (0),30 tháng trước,"1,3k",83,909,cameraanninhgiare,39%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (1),5.0,9,khay sim j4 core - samsung (kèm khay thẻ nhớ),₫25.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (3),Có Bình luận (0),Có hình ảnh / video (0),20 tháng trước,"1,1k",847,"6,3k",linh_kien_az,85%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (2),5.0,9,Thẻ Nhớ Micro Sd Class 10 Tf Recommed 256gb Cho Điện Thoại,₫66.000 - ₫94.800,,,,,,,,3 năm trước,"9,7k",673,"17,9k",3cworld.vn,94%,trong vài giờ
Thẻ nhớ,5.0,,5.0,9,ĐẦU LỌC THẺ NHỚ NHỰA MINI,₫3.900,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (4),Có Bình luận (1),Có hình ảnh / video (1),34 tháng trước,239,762,786,lenguyenakgl5,57%,trong vài giờ
Thẻ nhớ,5.0,Đã thích (1),5.0,16,Thẻ nhớ MicroSDHC SanDisk Ultra 533X 16GB 80MB/s (Bạc) - Không Box,₫99.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (3),Có Bình luận (0),Có hình ảnh / video (0),6 năm trước,"41,9k","2,3k","67,7k",nhattincomputer.vn,84%,trong vài giờ
Thẻ nhớ,5.0,,5.0,17,Thẻ nhớ HOCO MICRO SD CLASS 10 dung lượng 4g/8g/16g/32g/64g/128g,₫79.000 - ₫380.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (3),Có Bình luận (0),Có hình ảnh / video (0),4 năm trước,"19,6k",990,"19,1k",phukiengiare1988,91%,trong vài giờ
