category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Thiết bị mạng,4.8,Đã thích (12),4.8,77,Dây Cáp Mạng VENTION Rj45 Cat6 10 Chất Lượng Cao,₫59.000 - ₫288.000,1 Sao (0),2 Sao (1),3 Sao (0),4 Sao (1),5 Sao (24),Có Bình luận (8),Có hình ảnh / video (7),3 năm trước,"32,2k",327,"29,4k",vention.vn,99%,trong vài giờ
Thiết bị mạng,4.9,Đã thích (11),4.9,156,70 Đầu RJ45 Loại Xuyên Thấu Hạt Mạng Xuyên Thấu Chất Lượng Cao,₫50.000,1 Sao (0),2 Sao (1),3 Sao (1),4 Sao (0),5 Sao (33),Có Bình luận (10),Có hình ảnh / video (5),4 năm trước,943,66,"2,7k",haiquan026,86%,trong vài giờ
Thiết bị mạng,5.0,Đã thích (8),5.0,77,Cáp máy in cổng USB 5M Unitek YC421 Dây máy in CHÍNH HÃNG Unitek 5m,₫50.000 - ₫140.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (22),Có Bình luận (5),Có hình ảnh / video (3),4 năm trước,674,406,"2,6k",cong_ty_nghi_nguyen,81%,trong vài giờ
Thiết bị mạng,4.6,Đã thích (110),4.6,300,Cáp sạc đa năng 3in1 dây dù cho Lighting Micro USB Type C -DC1058,₫25.000,1 Sao (4),2 Sao (4),3 Sao (5),4 Sao (11),5 Sao (87),Có Bình luận (38),Có hình ảnh / video (22),6 năm trước,"130,5k","4,1k","168,8k",vinet.com.vn,84%,trong vài giờ
Thiết bị mạng,4.8,,4.8,42,CÁP CHIA VGA 1 RA 2 CỔNG VGA -CHUYỂN 1 MÁY TÍNH RA 2 MÀN HÌNH LOẠI TỐT,₫55.000,,,,,,,,3 năm trước,628,300,268,salesaigononline2018,82%,trong vài giờ
Thiết bị mạng,5.0,Đã thích (16),5.0,71,"Dây HDMI chuẩn 1.4 đến 2.0 thuần đồng 19+1, độ dài từ 1-8m UGREEN HD101- Hàng phân phối chính hãng - Bảo hành 18 tháng",₫105.000 - ₫150.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (29),Có Bình luận (12),Có hình ảnh / video (7),5 năm trước,72k,545,"16,1k",ugreenshop,85%,trong vài giờ
Thiết bị mạng,5.0,Đã thích (2),5.0,67,Dây Mạng Lan Bấm Sẵn 2 Đầu 1.5M,₫2.800,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (24),Có Bình luận (1),Có hình ảnh / video (1),25 tháng trước,"6,1k",208,"1,1k",thanhbinhpc001,78%,trong vài giờ
Thiết bị mạng,5.0,Đã thích (20),5.0,66,[Mã 11ELSALE hoàn 7% đơn 300K] Bộ Switch 24 cổng Gigabit chia mạng LAN TPLink TL-SG1024D,₫450.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (25),Có Bình luận (12),Có hình ảnh / video (7),25 tháng trước,"3,7k",306,9k,tinhocduylinh_phuyen,93%,trong vài giờ
Thiết bị mạng,4.8,Đã thích (40),4.8,146,Thiết bị nối Ethernet LAN RJ45 Gigabit có 3 ổng USB 3.0,₫230.000,1 Sao (0),2 Sao (1),3 Sao (2),4 Sao (3),5 Sao (36),Có Bình luận (16),Có hình ảnh / video (10),3 năm trước,"25,6k",654,"57,1k",ristina.vn,96%,trong vài giờ
Thiết bị mạng,5.0,Đã thích (24),5.0,100,Bộ Wifi mesh Tenda Nova MW3 - Tự động chuyển vùng khi kết nối kém,₫4.500.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (33),Có Bình luận (15),Có hình ảnh / video (12),4 năm trước,"4,7k",133,"4,1k",handmade_king,99%,trong vài giờ
Thiết bị mạng,4.9,Đã thích (1),4.9,105,"Bộ chia máy in ra 2 cổng, 4 cổng, bộ chia máy in 1 ra 2, 1 ra 4. bảo hành 6 tháng.shopphukienvtq",₫75.000 - ₫85.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (0),5 Sao (27),Có Bình luận (7),Có hình ảnh / video (6),14 tháng trước,"11,4k",148,"1,2k",shopphukienvtq,84%,trong vài giờ
Thiết bị mạng,4.8,Đã thích (25),4.8,202,Usb Wifi B' 5ghz/2.4ghz 600mbps Rtl8811Au',₫108.675,1 Sao (1),2 Sao (0),3 Sao (1),4 Sao (3),5 Sao (52),Có Bình luận (28),Có hình ảnh / video (17),32 tháng trước,"2,9k",385,"17,2k",miumiud.vn,61%,trong vài phút
Thiết bị mạng,4.9,Đã thích (71),4.9,385,"Anten 3G/4G LTE Huawei B970 B660 , B681 , B683 , E5172 , B880, B890 , B2000 , B3000 , B593",₫32.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (2),5 Sao (49),Có Bình luận (24),Có hình ảnh / video (15),5 năm trước,"12,8k",172,"27,2k",phuong_1103,90%,trong vài giờ
Thiết bị mạng,4.9,Đã thích (14),4.9,280,[Mã ELFLASH3 hoàn 10K xu đơn 20K] Bộ Phát WiFi TpLink 2 Râu 842N Giá Rẻ Vô Địch Tốc Độ 300Mbps,₫30.000 - ₫95.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (4),5 Sao (64),Có Bình luận (42),Có hình ảnh / video (27),4 năm trước,"13,8k",137,"5,1k",dangvantuan1995,99%,trong vài phút
Thiết bị mạng,5.0,Đã thích (30),5.0,318,Bộ Jack POE Tải Nguồn Theo Dây Mạng Cổng RJ45,₫20.000 - ₫28.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (35),Có Bình luận (21),Có hình ảnh / video (12),28 tháng trước,556,233,"2,1k",ivocompany,96%,trong vài giờ
Thiết bị mạng,4.6,Đã thích (46),4.6,767,Usb thu bắt sóng wifi 802.11 150Mbps .,₫57.000,1 Sao (18),2 Sao (4),3 Sao (6),4 Sao (19),5 Sao (225),Có Bình luận (109),Có hình ảnh / video (49),5 năm trước,84k,757,"42,2k",3hcomputer,49%,trong vài giờ
